name,country,latitude,longitude,phone
Shri Vyankatesh Multispeciality Hospital,India,21.1151441,79.0566264,0
Patil Hospital - Pune,India,18.4797674,73.8251685,0
Nehete Hospital and Sonography Centre,India,20.996748,75.556861,0
Paras Polyclinic and General Hospital,India,18.6436605,73.7710127,0
"Phadke Hospital, Akola",India,20.714831,77.0160334,0
Murarka Hospital,India,20.7142719,77.0103073,0
Sonawne Orthopadic and Truma Centre,India,20.7112609,77.0108631,0
"District Women Hospital, Akola",India,20.7141213,77.0065838,0
Priya Maternity Home,India,19.1161551,72.9306163,0
"Apex Hospital, Kolhapur",India,16.7039915,74.246736,0
Mahale Hospital,India,19.1516585,77.3079519,0
Rajsukh Medical Care Unit,India,19.4222545,72.8230263,0
Shree.J.Hospital,India,18.4653028,73.864194,0
Pophale Hospital Pvt Ltd,India,19.572955,74.2094319,0
Aastha Intensive Care Centre,India,20.8888407,74.7737847,0
Shirsath Hospital,India,19.6212018,74.6612808,0
Chawla Nursing Home,India,30.7083398,76.7240842,098145 01415
Smt. Shanti Seth Hospital,India,31.6369032,74.8652804,"0183 222 7766, 6547764"
"Krishna Hospital, Ludhiana",India,30.7075549,76.2137236,0
Shri Sathya Sai Hospital,India,32.0395774,75.404284,0
Durgapur City clinic and Nursing Home Pvt Ltd,India,23.53966,87.3002172,245-5262 / 254-6600
Poorva Eye Care,India,22.5682569,88.3918507,23710135
Payradanga Eye Care Center,India,23.1289573,88.5463124,0
Sai Sparsh Maternity and Nursing Home,India,19.2176029,72.8478874,0
Smt. Laxmiben Dharamsi Karsan Gala Eye Hospital,India,19.099527,72.8493437,0
Kantalaxmi Shah Eye Hospital,India,21.3838535,74.2642471,0
Golhar Spine Care and Trauma Reaserch Institute,India,21.1348474,79.0692241,0
"Risk Care Hospital and Iccu, Thane",India,19.1967127,72.9882932,0
Ashirwad Maternity and Nursing Home,India,20.1146268,77.1367374,0
Mitra Eye Hospital,India,31.2156877,75.7774804,"91-01824-266745, 501712"
Takkar Children Nursing Home and Hospital,India,30.9126428,75.8447519,092179 15680
Bedi Nursing Home,India,30.3323972,76.3867621,0175 221 3394
Sidana Hospital,India,30.3678523,75.5403741,0
"Kaushal Hospital, Gurdaspur",India,32.0414962,75.4105009,0
Dr Gupta Piles Hospital,India,30.9165364,75.8231574,098141 09940
Siddhi Vinayak Children's Hospital and Critical Centre,India,19.0827995,74.7295558,0
"Aditi Hospital, Mumbai",India,19.1864928,72.8460878,0
"Siddhi Hospital, Kolhapur",India,16.6922873,74.1956024,0
Virar Maternity and Nursing Home,India,19.451809,72.8068256,0
Bansal Hospital,India,18.6786782,73.7327309,0
"Sunita Hospital, Mumbai",India,19.1292206,72.8601158,0
Dr Haresh Shah Prabhat Maternity and Surgical Nursing Home,India,19.0373922,72.8397457,0
Pataskar Hospital,India,18.6460596,73.8499998,0
Darekar Hospital,India,18.6413795,74.0502669,0
Paranjpe Eye Clinic and Eye Surgery Centre,India,18.5183547,73.8404001,0
Dr Valsangkar Hospital,India,17.6573334,75.8962516,0
Ayush Hospital,India,20.0057917,73.7846504,0
Doshi Nursing Home,India,19.0831721,72.9047189,0
Choudhrary Ent Maternity and General Health Care Center / Choudhari Hospital,India,31.6158529,74.865637,098150 64995
Ashoka Neuro Psychiatric Hospital,India,31.3230986,75.5684515,070874 37556
"Preet Hospital, Bathinda",India,30.2034165,74.9544543,0
Dr. Dhanwant Singh Eye Hospital,India,30.3348595,76.3845874,0
Dr. K. P. Sing Hospital (Surgeons's - Hall),India,30.9160347,75.8204913,0
Sethi Bone and Joint Care Centre,India,30.583975,74.8230629,0
Sandhu Nursing Home and Surgical Centre,India,30.3746472,75.5440648,0
Fortis Escort Hospital,India,31.6647876,74.9182847,9915133330;91 183 3012222
Chikitsa Ent Hospital,India,31.6309793,74.8726026,0183 254 6680
"Apex Hospital, Amritsar",India,31.6453836,74.8998948,0
Raswan Surgical Hospital,India,32.2732126,75.6599383,0186 222 3000
Guru Nanak Sadh Sangat Charitable Hospital,India,31.3951688,75.7743748,0181 271 8488
New Mahajan Hospital,India,31.8645387,74.9630468,0
Sukhmani Hospital and Heart Care Centre,India,30.66283,74.7656067,0
Sigma Eye Care Centre,India,30.3456583,76.377733,0175 220 4698
"Surya Hospital / Khurana Eye Care, Bathinda",India,30.2142524,74.9425101,081463 26716
Baba Farid Eye Hospital,India,31.8130484,75.6689841,0
Vision Plus Eye Hospital,India,31.6496175,74.8543154,0
Jassi Hospital,India,30.3978762,74.0227793,0
S. D. M. Hospital,India,31.626478,74.7850299,0
Dr. Gian Singh Nursing Home and Ultrasound Scan Centre,India,30.2709261,75.2391936,0165 122 0398
Sood Ent Hospital,India,31.5362424,75.9048381,0188 223 3828
"Madaan Hospital, Amritsar",India,31.6434067,74.8846874,0
Osahan Hospital,India,30.970074,74.9815419,0
Badri Nath Hospital,India,31.6915806,74.8855832,0
Sukh Sadan Hospital and Trauma Centre,India,32.2728888,75.6721289,0186 222 8006
S. Satnam Singh Memorial Innocent Hearts Multispeciality Hospital,India,31.2799606,75.548459,0181 279 1500
Vishwas Hospital Sunam,India,30.1250961,75.8169951,0
A.P. Healthcare and Taruma Centre,India,30.3303458,76.3906699,0175 222 0255
Sh. Kartar Singh Memorial Hospital and Maternity Home,India,31.9486836,75.6112508,0188 324 4443
Dr. Parminder Singh Pannu Memorial Janta Hospital,India,31.6732876,74.8385453,0183 259 2330
Dhami Eye Care Hospital,India,30.9151971,75.819051,0
"Guru Nanak Mission Hospital, Nawanshahr",India,31.1936335,75.9486848,0
Dr.Naresh Gover Hospital,India,31.6458854,74.8846284,0
Singla Eye and Phaco Centre,India,30.216223,74.9465371,0
Amritsar Hospital,India,31.6144561,74.892215,0
"Gulati Hospital, Amritsar",India,31.6268434,74.8722661,0
Berry Hospital,India,31.320109,75.572741,0181 223 0500
Chauhan Multispeciality and Trauma Centre,India,32.2334804,75.5532266,0
Romana Hospital,India,30.2081354,74.9566477,0
Oberoi Hospital,India,31.3234269,75.5667235,0
Sanjivini Children Hospital,India,30.2123117,74.9467953,0164 223 5236
Sood Eye Care Centre,India,31.3301939,75.566112,087259 87940
Kaura Lapro Endoscopic Center (Kaura Nursing Home),India,30.8231175,75.1770562,0
Balian Hospital and Heart Centre,India,30.3620678,75.857487,0
Chugh Hospital,India,30.6036273,74.2510128,0
Chahal Hospital,India,30.217167,74.9506328,0
B D Memorial Hospital,India,31.612554,74.863337,0
Preet Surgical Centre and Maternity Hospital,India,30.3482028,76.3763054,0175 230 3295
Saronwala Hospital,India,30.3309518,76.3840154,0
Dr Ramesh Super Speciality Eye and Laser Center,India,30.8901942,75.80589,0
Karan Hospital and Maternity Home,India,31.1864253,75.9911321,098159 53831
Dr. Sukhdeep Kahlon Orthodentic Dental Clinic,India,31.6584648,74.8817584,0
Oxford Hospital (P) Ltd.,India,31.3178474,75.5734129,0181 508 0752
"Dhir Hospital, Firozpur",India,30.9626125,74.616913,0
Aastha Kidney and Super Speciality Hospital,India,30.9029945,75.8261454,098727 77573
Pardeep Eye Care Centre,India,29.9851734,75.4018857,098729 96957
Rai Hospital,India,31.2758722,74.8441337,0
Arora Hospital,India,30.15407,76.1952254,0176 450 0057
Dr. Parmod Jain Hospital - Barnala,India,30.3737655,75.5451042,0167 923 2592
Ranjit Hospital,India,31.6332243,74.8436724,0
Garg Multispeciality Hospital,India,30.2117461,74.9505866,0
B.R. Chowdhary Hospital,India,31.5319113,75.908276,098766 36448
Patiala Eye Hospital and Lasik Laser Centre,India,30.3355841,76.3842467,0175 221 3513
"Garg Nursing Home, Barnala",India,30.355507,75.5295816,0
"Lifeline Multi Speciality Hospital, Sangrur",India,30.3826251,75.5441071,090234 23300
Mittal Orthopaedic Centre,India,30.3247848,76.387912,0175 221 5216
"Aastha Hospital, Firozpur",India,30.9259055,74.6166153,0
Darshan E N T Allergy and Endoscopic Center,India,30.2125018,74.9400361,0
Batta Hospital,India,30.9031223,75.8272746,0161 244 8721
Bharat Vipin Surgical Centre,India,30.3564959,75.5274975,0
Chandigarh Children Maternity Hospital,India,30.2199621,74.939735,0
"Johal Hospital, Jalandhar",India,31.3217015,75.6323303,0181 503 3333
Boparai Dukh Niwaran Hospital,India,31.6452848,74.859321,0
Pal Urology and Stone Centre ( Kidney Hospital),India,30.3420676,76.3830733,099144 05713
Dr. Johri's Multispeciality Hospital,India,30.1552325,76.2054875,91 9814156888
Anand Hospital And Heart Care Centre,India,31.6118339,74.8778343,0
Namita Hospital,India,31.6295749,74.8155722,0
Vidya Memorial Kanwal Hospital / V.M.K. Hospital,India,30.7027846,76.2211168,098140 33110
Shoor Hospital - Amritsar,India,31.6171757,74.8628257,0
Sital Orthopaedic Centre and Nursing Home,India,30.3673282,75.5406028,0
"Preet Hospital, Amritsar",India,31.6593889,74.8727375,0
Ludhiana Maternity Hospital,India,30.2122811,74.9421218,0
Wadi Hospital,India,30.2162648,74.9414838,0
M. D Hospital,India,30.2157856,74.9426781,098151 56830
Dr. Jatinder Kaur Eye Care Centre,India,30.8086202,75.1638396,1636229436
Gulati Surgical Hospital,India,31.5367139,75.9051499,0
"Janak Nursing Home, Mansa",India,29.9858538,75.4055536,0
Simran Hospital and Childcare Centre,India,31.6301509,74.8208065,0
Shree Devi Talab Mandir Charitable Hospital,India,31.3429396,75.5816621,0181 229 0263
Navpreet Hospital,India,31.6512757,74.879048,0
"Satyam Hospital, Ludhiana",India,30.9139838,75.8748148,0
Badyal Advanced Bone Joint And Children Hospital,India,30.2157885,74.9493246,0
Altec Laser and Superspeciality Centre,India,31.6489079,74.8624465,91 9814096312;91 9855596312
Malhotra Ano Rectal Centre,India,31.6439456,74.8792653,093160 22448
Mata Kaulan Ji Mission Hospital,India,31.6185835,74.8952566,0
Bhutani Children Hospital,India,31.3236823,75.5668938,080978 19785
Pragma Hospital,India,30.2215445,74.9450009,0
M.S Memorial Janjua Hospital,India,32.2562731,75.5806676,0
Gurnoor Hospital,India,31.8122193,75.2224841,0
RRM Central Hospital,India,31.5284077,75.9084678,0
B.S Hospital,India,30.2061135,74.4843328,098144 42694
Shri Rama Charitable Hospital,India,30.8910965,75.8704059,0161 253 4195
"Sethi Hospital, Firozpur",India,30.9280407,74.6224485,0
Family Hospital,India,31.6591703,74.8813654,0
A.P. Hospital,India,31.6202063,74.8870611,0
"Sigma Hospital, Jalandhar",India,31.3298995,75.5666511,0
Bajwa Hospital,India,32.0335212,75.3899378,0187 424 4899
Usha Mission Hospital,India,30.2198862,74.9447031,0
"Kamal Hospital, Jalandhar",India,31.3428433,75.5874932,098889 22551
Talwandi Hospital,India,31.6288772,74.8862001,0
Raikhi Polyclinic and Hospital,India,30.3446879,76.3704716,0
"Bhandari Ear , Nose and Throat Hospital - Amritsar",India,31.6214185,74.8675427,0
"Gupta Hospital, Amritsar",India,31.6522375,74.8818657,0
Ushakiran Eye Hospital,India,18.6133992,73.7664382,0
Surya Multispeciality Hospitals Pvt. Ltd.,India,20.0109886,73.7962657,0
Sanghavi Eye and Diabetes Care Center,India,19.2483703,72.8649987,0
"Arihant Eye Care Centre, Borivali",India,19.237523,72.8559704,0
Aabu Tayshete Memorial Hospital,India,16.2619464,73.7102097,0
Sukam Hospital,India,18.9808357,73.1152998,0
Thakare Bal Rugnalya Hospital,India,21.2949212,77.5160866,0
Latur Cancer and Lacoscopy Centre,India,18.3921152,76.5610177,0
"Suyash Hospital, Dhule",India,20.917676,74.7694811,0
Dr.Kumthekar's Eye Hospital,India,18.6475667,72.8801519,0
Atul - Lok Hospital,India,19.1190712,72.9344156,0
Aai Maternity Hospital and Nursing Home,India,18.6175138,73.8492092,0
K. K. Hospital - Pune,India,18.5626296,73.9381478,0
Dr Pendharkar Hospital [Satara],India,17.6859591,74.0082313,0
"Zenith Hospital, Malad West",India,19.1950719,72.8342687,0
Walvekar Hospital,India,16.8500168,74.5735464,0
Lions Club Of East Bombay,India,19.0254153,72.8535792,0
The Vasai Blind Relief Association Eye and General,India,19.3450517,72.803949,0
Dhokey Hospital,India,21.1250135,79.1167586,0
Ace Hospital,India,18.504933,73.8303593,0
Janugade Hospital,India,17.290151,74.1792141,0
Vidya Vikas Hospital,India,20.0111297,73.7672261,0
Shri Saileela Accident Hospital,India,21.0114665,75.5584757,0
Navkar Child Care Centre and Nursing Home,India,19.2182323,72.8682885,0
Guru Ram Das Hospital,India,30.9622716,74.6166663,0
"Sanjivni Hospital, Patiala",India,30.4776822,76.5989166,0
Giani Lal Singh Memorial Hospital,India,30.3320312,76.3812084,0175 654 0438
Randhawa Hospital,India,31.6422779,74.8648882,0183-222-6660
"Sood Hospital, Sangrur",India,30.6729488,75.8262017,081469 33804
Dhulabapu Kokare Memorial Hospital,India,18.1543697,74.5851074,0
"Kothalkar Ent, Maternity and Surgical Nursing Home",India,21.1292993,79.1125435,0
Umrani Hospital and ICU Centre,India,17.0515317,74.2667929,0
Gillurkar Multispeciality Hospital,India,21.1315222,79.1096624,0
Dr. Nandini Athavale's Hospital For Children,India,21.0087573,75.5628397,0
Dr.Amar Kulkarni,India,16.6803839,74.4643564,0
Sri Ram Hospital,India,18.2389428,75.6978171,0
Sanjivani Hospital,India,19.4551562,72.8101784,0
Dr. Kurhade Hospital,India,19.0957126,74.7329079,0
Karandikar Hospital and Research Centre,India,19.984284,73.7770866,0253 247 2076
Jeewan Jyot Multispeciality Medical Care Center,India,18.5569451,73.9074788,0
Sanjeevani Hospital,India,21.2851582,77.5170355,0
Shivam Eye Care Center,India,20.0071079,73.7738478,0
Social Service League Kalyan's Charitable Eye and General Hospital,India,19.2423079,73.1284654,0251 220 5148
Firke Accident Hospital,India,21.0555906,75.7820955,0
Suretech Hospital and Research Centre,India,21.1372887,79.0800371,0712 661 2999
Ekveera Hospital,India,19.8701897,75.3745365,0
Apple Saraswati Multispeciality Hospital,India,16.7224375,74.2545587,0
Tuljai Hosital,India,18.4038488,76.5527531,0
Ganpati Hospital,India,20.8762761,75.1129487,0
Saraswati Hospital(Kandivali),India,19.2203132,72.8293919,0
Navjeewan Hospital,India,19.2288719,72.9827088,0
"Shreyash Hospital, Satara",India,17.4440054,74.5462301,0
Meher Nursing and Maternity Home,India,21.1389312,79.0604992,0
Sai Aashirwad Hospital Iccu and Polyclinic,India,19.3090803,72.8595994,0
Panchsheel Maternity Home,India,17.6711446,75.9081653,0
Aparna Hospital,India,17.6779578,75.9047569,0
Jay Hospital,India,17.6741794,75.9217004,0
Arpan Hospital,India,21.0509522,75.7810112,0
Devganga Hospital,India,19.0008578,73.9449419,0
Gulve Hospital,India,17.8901434,75.0062605,0
KRYPTON Heritage Health Care,India,19.1475981,72.9973564,0
Navjeevan Hospital,India,19.0705622,72.998676,0
International Institute Of Sleep Sciences,India,19.1879462,72.9688123,0
Pooja Hospital,India,18.5023551,73.9288205,0
Worli Hospital For Women,India,19.0128124,72.8225863,0
Mudhale Nursing Home and Kolhapur Endoscopy Centre,India,16.7062195,74.2440364,0
Dr. Mainkar Hospital,India,18.3424837,74.0294194,0
Dr. Tilwe Maternity and Nursing Home,India,19.0719742,72.9999232,0
Dr Gupte Lying-In Surgical Hospital,India,19.0716358,72.837663,0
Dr Manohar Dole General Hospital,India,19.1201324,73.9728577,0
Chandra Hospital,India,18.4522084,73.890656,0
Chaitanya Seva Hospital,India,17.6879006,74.0088851,0
Nobel Hospital,India,19.1178231,74.7300352,0
Bilal Hospital I.C.U,India,19.1632399,73.0291231,0
Mandade Maternity Hospital,India,18.4062373,76.5524648,0
Tajkrupa Hospital,India,21.1796663,79.0426748,0
Dalvi Hospital,India,18.3457705,74.0291901,0
Dr.Apte Maternity and Nursing Home,India,19.1976487,72.8388378,0
Shakuntala Memorial Surgical Childerns and General Hospital,India,19.1277787,72.8625767,0
Vaibhavi Hospital,India,18.4994249,73.9469039,0
Om Critical Care and Trauma Centre,India,21.0072549,75.5670547,0
Soniccha Accident Hospital,India,21.0376164,75.7808986,0
The Kalyan Hospital and Iccu,India,19.2558239,73.1424947,0
Sai Sparsh Hospital and Iccu,India,19.1432944,72.9253297,0
K B Haji Bachooali Charitable Ophthalmic and E N T H,India,19.0030769,72.8402299,0
Pargaonkar Hospital,India,19.8766353,75.3168885,0
Tara Children Hospital,India,16.2197457,74.3515554,0
Ashwini Kidney and Dialysis Centre,India,21.1350222,79.0771571,0
Ashirwad Hospitals,India,19.2061228,73.1865513,0
Burande Hospital,India,18.1479647,73.8437174,0
Fracture Care Hospital and Diagnostic Centre,India,19.2229393,72.8534102,0
Shushrusha Hospital,India,16.8579359,74.5660728,0
Sanjeevan Hospital,India,20.9195676,77.7526796,0
"Ankur Hospital, Shivaji Nagar",India,18.6062334,73.7729748,0
Ashirwad Hospital,India,19.2140209,73.1588609,+912512587006
"Siddhivinayak Medicentres Pvt. Ltd. Deore Hospital, Chalisgaon",India,20.4674655,75.0082594,0
Dr. V.M. Deo Memorial Hospital,India,21.1353612,79.0551938,0
Sangeeta Hospital,India,16.6946259,74.2153206,0
Saidham Hospital,India,18.6195467,73.8433908,0
Unique Hospital,India,17.6777457,75.9065634,0
Shree Shraddha Multispeciality Medical Centre,India,19.2110556,73.1960759,0
Sushrusha Orthopaedic and Spine Care Hospital,India,20.9251345,77.7642533,0
Bhosale Hospital,India,19.1175684,73.9759295,0
Jeevandhara Hospital,India,17.6864242,74.0168828,0
Gokhale Orthopaedic Centre,India,19.2155298,73.090018,0
Sushrut Hospital,India,20.9122279,74.7752492,0
"Government Hospital, Bisam",India,19.5108539,83.5068679,0
Brar Eye Hospital,India,30.5885775,74.8168623,0163 522 2250
Singla Children Hospital,India,31.5293752,75.9044511,0
Siddhi Multi Speciality Ayurveda Hospital and Research Institute,India,22.5031868,88.3414158,0
SilverLine Eye Hospital,India,22.5029093,88.3610965,03324736940;24720836
"Sri Guru Ram Dass Hospital, Amritsar",India,31.6150994,74.8819482,0
"Sanjeevan Hospital, Amritsar",India,31.6200423,74.8652706,0183 2544066; 0183 2550044
Miglani Hospital,India,31.6390452,74.8862271,0
"Seth Hospital, Ludhiana",India,30.9071019,75.8267494,0161 241 3160
Spandan Hospital,India,22.6205424,88.4329529,0
Spectra Eye Foundation,India,22.693581,88.4664792,25184949
Sri Aurobindo Seva Kendra (EEDF),India,22.5032339,88.3644935,03340171717;24143881
Sri Guru Sangha Chikitsalaya,India,23.412404,88.3764026,0
Srijoni Healing Home,India,22.566876,88.3931999,3323720038
Sri Lakshmi Narayana Trust Maternity Home and Hospital,India,22.5353788,88.3518905,0
D S Hospital,India,31.6146779,74.8897569,0
Gee Bee Hospital and Maternity Home,India,31.2199511,75.7782254,098724 23990
"Singhania Hospital, Amritsar",India,31.6201593,74.8828059,0183 255 9623
Nagpal Superspeciality Hospital,India,30.2126074,74.9422702,91 9855211355
SMI Pvt Ltd,India,22.562627,88.3187538,03326782283;26783881
Smt. Sarla Pahwa Memorial Eye Centre,India,22.5697343,88.3257383,26426050
Verma E.N.T. Hospital and Saraswati Laser Surgery Centre,India,31.3237346,75.5664571,0181 225 4444
Shree Vishudhanand Hospital and Research Institute,India,22.5819362,88.355944,033 40233030
Alpha Medical Services Pvt. Ltd.,India,22.5925889,88.3421754,3326667494
Patiala Heart Institute,India,30.3312385,76.3829565,0
Bawa Hospital (P) Ltd.,India,30.9162992,75.8340497,0161 244 8721
Pabby Hospital and Maternity Home,India,30.3663332,75.5388287,0
Amrit Hospital,India,30.8326564,75.1731697,0
Bath Hospital,India,31.3117453,75.5887184,0
Gobind Hospital and Lab - Patiala,India,30.3551491,76.3941972,0175 235 7688
Med Card Multispecialty Hospital,India,31.6013328,74.8821389,0
"Seva Sadan Hospital, Darjeeling",India,27.0733801,88.4766126,0
Sevangan Medical Complex,India,22.4674584,88.3739229,0
Sevatirtham Nursing Home,India,22.364906,88.4318921,0
Sharanya Multispeciality Hospital,India,23.2203218,87.9069771,0
Shiny Swadha Eye Care,India,22.596013,88.341794,0
Shree Jain Hospital And Research Centre,India,22.5714259,88.3297522,0
Dakshinee Eye Foundation,India,22.4814755,88.3756904,0
D.B.M Suri Lions Eye Hospital,India,23.9170762,87.5225522,0
D.B. Eye Foundation,India,22.5738494,88.328214,0
Complete Care,India,22.5152875,88.3574648,0
Shobhana Maternity and Surgical Home,India,19.3081013,72.8551671,0
Global Hospital & Research Institute,India,18.5013237,73.8410144,0
Dr Chauhans Sanjeevani Hospital,India,19.0699633,72.9047685,0
Sanjayot Netralaya,India,16.6911922,74.4532929,0
"Gaikwad Hospital, Satara",India,17.3984086,74.1654792,0
Baheti Hospital,India,21.1346645,79.0794256,0
Naveen Heart and Chest Clinic,India,30.1408325,74.2064781,0
Gulati Ent and Allergy Hospital,India,30.8922669,75.8449745,0161 509 7944
Kamal Hospital and Maternity Home,India,20.811648,75.7700215,0
Dr. Joshi Surgical and Maternity Hospital,India,19.1126049,72.8425607,0
Dr. Anup D Souza Orthopaedic Surgeon,India,19.3830753,72.8285428,0
Dr Ajit Upase Hospital,India,17.680721,75.90575,0
Kumars Maternity and Surgical Nursing Home,India,19.2160186,73.0905692,0
"Sareen Hospital, Amritsar",India,31.6437686,74.8982486,0
"Civil Hospital, Firozpur",India,30.9522125,74.6079303,0
Chittaranjan Advanced Medical Refferal Institute(Camri) Hospital,India,23.220312,87.9100703,+91 92333 60640 / +91 96096 94508
"Indus Hospital, Ludhiana",India,30.8902711,75.7890294,0161 255 0302
LAB-O-AID,India,22.6558773,88.3595957,0
Amala Arogya Niketan (Nursing Home),India,23.811702,86.8853979,0
North Bengal Neuro Research Centre Pvt. Ltd,India,26.7306953,88.4150791,0353 251 8064
Alokon Eye Care Pvt. Ltd.,India,22.6065947,88.4038757,919830020686 / 033 25210707
Mohanananda Brahmachari Sishu Seva Pratisthan,India,22.5016929,88.3210942,24788169
Genesis Health Point,India,22.2798018,87.9213595,0
Critical and Trauma Care Hospital,India,22.6235465,88.374517,0
Dr Preet Iner Singh Eye Hospital,India,30.3353752,76.4078495,0175 222 7169
Debipur Netralaya Pvt Ltd,India,23.1693397,88.0979222,0
Netaji Subhash Chandra Bose Cancer Reasearch Inst,India,22.4800554,88.4076208,033 2432 0043/39;9874210007/05
Debdoot Sevayan,India,22.5079159,88.3439103,0
Duttapukur Seva Sadan and Maternity Home,India,22.7654344,88.5543886,0
Chintamani Hospital and Urology Center,India,19.1100084,74.7299252,0
Ami Drashti Eye Care Centre,India,19.0806727,72.9039069,0
Satyam Multispeciality Hospital and Trauma Centre,India,19.0990443,73.0046439,0
Shri Balvantrao Birnale Memorial Hospital,India,16.8533828,74.5733158,0
Rawat Accident Hospital,India,21.283022,77.5168336,0
Deshmukh General Hospital,India,19.7748337,74.4745508,0
"Lokmanya Hospital, Pune",India,18.5089079,73.834105,0
Niramaya Cancer Hospital,India,20.8994842,74.7827386,0
Sai Sneh Hospital and Diagnostic Centre Pvt Ltd,India,18.4465478,73.8597831,0
Bhagawati Netralaya,India,18.7552529,73.8611611,0
"Wachche Hospital, Solapur",India,17.6377251,75.9046376,0
Patki Hospital,India,16.700427,74.239136,0
"Sanjivni Hospital, Thane",India,19.1574092,72.9984902,0
Tungenwar Orthopaedic and Maternity Hospital,India,19.1561901,77.3070078,0
"Shinde Hospital, Malshiras",India,17.8640956,74.9064602,0
Shushila Hospital Latur,India,18.3845666,76.5606871,0
Glocal Hospital - Bolpur,India,23.6777662,87.7178076,0
Lions Club of Barddhaman,India,23.2429234,87.869797,0
Bellona Nursing Home And Diagnostic Centre,India,22.5296568,88.3262127,0
Baranagar State General Hospital,India,22.6385309,88.3803762,0
Jalna Mission Hospital - Jalna,India,19.8490395,75.9053296,0
G.T. Memorial Hospital and Icu,India,21.1083245,79.0616861,0
Chokher Aloy,India,22.5768741,88.301756,26778050
"Gita Seva Sadan, Arambagh",India,22.8896139,87.7789714,0
Dr. Mina Majumder Seva Mandir Pvt. Ltd,India,22.5041947,88.3708222,0
Lions Eye Care Hospital,India,23.2422526,87.8621463,0
Navjeevan Hospital and Rural Health Care Centre,India,26.616709,88.3128103,0
Chandannagore (S D ) Hospital,India,22.8692195,88.3725494,0
Jyotirmoyee Arogya Bhawan,India,22.7633089,88.1694069,0
Disha Eye Care,India,22.578847,88.2555755,0
Asmii Eye Foundation,India,22.6626932,88.4085602,3327064616
Neotia Getwel Multispecialty Hospital,India,26.7254897,88.3936653,0
Nemesis Eye Centre,India,22.5185965,88.3545157,0
Mother Teresa (Memorial) Care Home,India,22.7509403,88.3716105,25925633
Nayandeep Eye Care,India,22.6603165,88.364857,25646415
Dum Dum Eye Microsurgery Centre,India,22.6300129,88.3853162,0
Gandhi Memorial Hospital,India,22.9664691,88.4727804,0
Bangur Medicare Research Institute,India,22.4573942,88.3045549,0
RSV Hospital,India,22.5030685,88.3447391,0
Amrapali Medical Center and Nursing Home Pvt Ltd,India,22.5137686,88.3922598,3324418223
Amiyaa Maternity Cum Nursing Home,India,22.3167856,87.2932756,3222277372
All Asia Medical Institute,India,22.524196,88.3617255,3366037324
"Lions Eye Hospital,Alipurduar",India,26.4811994,89.5279728,0
Diamond Eye And Health Care Society,India,23.0756652,88.2811117,0
Dhakuria Sree Ramkrishna Sebasram,India,22.5111409,88.3732912,24152038
Dewan Medicare And Nursing Home,India,22.7121661,88.3733891,03325235464;25235465
Dr Khade Hospital,India,18.7538351,73.8603021,0
Ankur Children's Hospital,India,16.2676066,73.7079097,0
Shushrusha Ortho and Spine Care Hospital,India,21.1191,79.0727676,0
Parel Institute Of Orthopaedic Specialities,India,19.0056262,72.8449465,0
Shri Sai Cardiac Center (Unit Of Mahalaxmi Hrudayalaya) - Kolhapur,India,16.6954461,74.245519,0
Narurkar Ent Hospital,India,19.0494367,72.9063436,0
Getwell Fracture and Accident Hospital,India,16.2598762,73.7143309,0
Jyoti Care and Research Foundation,India,16.992991,73.3173498,0
Zilpelwar Orthopaedic and Rehabilitation Center,India,19.9081921,77.5703537,0
Vision Tec Advanced Eye Care Centre,India,19.2915132,73.0566332,0
Vaidya Eye Hospital,India,16.9900052,73.3041112,0
Sumitra Hospital,India,16.6769998,74.5919608,0
Elite Hospital - Mumbai - Borivali (W),India,19.2394286,72.864587,0
Ishan Hospital,India,16.7166872,74.2413609,0
Barmade Hospital,India,18.3865895,76.5608253,0
Vairat Hospital,India,16.7005978,74.2278667,0
Niramay Medical Foundation and Research Centre Pvt. Ltd.,India,18.1560658,74.5852254,0
Arihant Surgical and Maternity Hospital,India,21.1529621,79.1042722,0
Prayas Hospital,India,18.6995183,72.9288507,0
Sushama Patkar Maternity ( and Surgical) Home - Bandra,India,19.053611,72.8246194,0
Dr Kadam Surgical Hospital,India,18.085219,75.4109408,0
Platina Heart Hospital,India,21.140486,79.0854666,0
"Kabre Orthopedic, Spine and Dental Centre",India,18.6490413,73.8076058,0
"Chavan hospital, Pune",India,18.6332402,73.8167819,0
Netra Sanjivani Dr Bokil Eye Hospital,India,17.6896472,74.0068761,0
Kushal Maternity and Sonography Centre,India,19.8703033,75.3664919,0
"Joshi Hospital, Ahmednagar",India,19.1219273,74.7431271,0
Mandapeshwar Hospital and Clinics,India,19.2374856,72.856122,0
"Sanjeevan Hospital, Satara",India,18.144543,73.9758369,0
Maa Ganga Memorial Baheti Hospital,India,20.1225688,77.127857,0
Shivaani Mother and Child Care Hospital,India,19.1684046,72.9390344,0
Purnima Hospital,India,19.2366619,72.8607662,0
"Prabhat Hospital, Nagpur",India,21.2183208,79.1980241,0
Rahate Surgical Hospital,India,21.149186,79.1163482,0
Diamond Maternity and General Hospital,India,19.1496936,72.9423738,0
Shree Prajakta Multispeciality Hospital,India,19.3057972,73.0576484,0
Shree Datta Shetkari Sahakari Sakhar Karkhana Ltd,India,16.7511787,74.5888115,0
Vinayak Maternity and General Hospital,India,19.1946863,72.8334036,0
